application_id,application_date,channel,region,employment_type,employment_tenure_months,monthly_income,requested_amount,term_months,existing_debt,monthly_debt_payment,debt_to_income,credit_history_months,delinquencies_12m,delinquencies_36m,revolving_utilization,inquiries_6m,open_accounts,bureau_score,savings_balance,current_account_balance,housing_status,purpose,prior_customer_months,income_verified,gender,age_band,default_12m
APP-0022913,2022-01-04,Branch,Central Anatolia,Retired,35,18380.52,10000.0,18,55486.74,4562.38,0.27844,29,2,3,0.60527,3,5,575,17912.99,5290.87,Family,Home improvement,12,Verified,Female,21-29,1
APP-0023558,2022-01-04,Mobile,Mediterranean,Self-employed,27,30940.15,32418.13,36,124304.81,3823.01,0.15267,75,0,0,0.35251,2,5,704,22634.71,16862.56,Family,Debt consolidation,9,Verified,Male,21-29,0
APP-0024058,2022-01-04,Mobile,Aegean,Salaried,120,23192.53,13326.74,48,86371.32,5401.11,0.24485,203,1,1,0.3661,2,9,675,12750.34,16595.39,Mortgage,Education,123,Verified,Female,50-59,0
APP-0024387,2022-01-04,Branch,Aegean,Salaried,164,20655.07,10000.0,12,67854.74,4858.51,0.27557,152,0,2,0.5156,0,3,684,7625.61,3365.32,Rent,Education,48,Verified,Male,30-39,0
APP-0029793,2022-01-04,Branch,Marmara,Contract,42,29516.95,10051.31,60,40280.03,3154.86,0.11256,15,0,0,0.50408,1,4,670,124121.3,10538.98,Family,Other,64,Verified,Male,21-29,0
APP-0031290,2022-01-04,Web,Marmara,Salaried,36,55345.87,88011.6,18,133363.43,5350.16,0.18501,219,0,0,0.69946,2,6,646,37825.22,11988.41,Owner,Home improvement,39,Verified,Male,40-49,0
APP-0031732,2022-01-04,Branch,Marmara,Contract,174,52358.26,94837.47,18,59724.29,14386.22,0.37539,337,0,1,0.50328,0,4,678,72860.79,30616.74,Rent,Vehicle,133,Unverified,Male,60-74,1
APP-0037490,2022-01-04,Web,Mediterranean,Salaried,13,25952.36,31320.8,36,86765.75,3977.45,0.18678,108,0,0,0.18841,2,5,769,15773.17,16523.56,Rent,Home improvement,72,Unverified,Male,21-29,0
APP-0039320,2022-01-04,Mobile,Marmara,Salaried,38,27054.5,16955.25,48,23622.54,7585.9,0.29345,107,1,1,0.79032,2,2,609,14468.69,33840.24,Mortgage,Education,44,Verified,Male,21-29,1
APP-0039847,2022-01-04,Mobile,Mediterranean,Retired,116,13642.12,12943.02,48,44615.06,4419.86,0.34375,316,0,1,0.76843,2,1,610,5172.05,3069.98,Rent,Education,126,Verified,Female,50-59,0
APP-0042635,2022-01-04,Mobile,Aegean,Salaried,69,90212.29,78167.67,36,153121.29,19731.45,0.24279,28,0,0,0.19956,1,1,751,48413.99,20492.92,Rent,Home improvement,24,Unverified,Female,21-29,0
APP-0044311,2022-01-04,Branch,Aegean,Salaried,74,31236.62,11210.14,48,46922.95,3430.25,0.11729,182,0,0,0.14116,1,3,708,26255.5,13999.87,Rent,Vehicle,34,Verified,Male,50-59,1
APP-0046939,2022-01-04,Mobile,Aegean,Self-employed,89,23839.15,17481.71,24,37588.52,8937.35,0.40546,361,0,0,0.27827,1,7,685,36872.03,8706.43,Owner,Education,10,Verified,Female,60-74,0
APP-0047243,2022-01-04,Partner,Mediterranean,Public sector,74,26236.05,10000.0,24,6919.59,4539.73,0.18892,175,1,1,0.43014,0,4,723,91314.2,48786.44,Rent,Education,11,Verified,Male,40-49,0
APP-0003789,2022-01-05,Mobile,Marmara,Public sector,64,19977.99,10000.0,48,19571.13,1318.69,0.07644,271,1,1,0.56793,0,5,668,17777.18,4733.94,Rent,Debt consolidation,31,Verified,Female,40-49,0
APP-0004652,2022-01-05,Branch,Black Sea,Self-employed,144,51351.75,41058.06,12,141370.55,19728.32,0.45081,115,0,1,0.24058,0,2,693,42254.13,9098.38,Mortgage,Debt consolidation,42,Verified,Female,40-49,0
APP-0004929,2022-01-05,Web,Central Anatolia,Retired,40,54162.82,127173.43,36,68083.36,16925.16,0.37771,208,0,0,0.62792,0,8,676,215948.85,61198.92,Mortgage,Debt consolidation,28,Verified,Male,30-39,0
APP-0006721,2022-01-05,Mobile,Mediterranean,Salaried,130,70512.27,36881.89,60,151943.51,20980.8,0.30627,130,1,1,0.47498,1,8,682,42056.07,8961.55,Owner,Education,30,Verified,Female,40-49,0
APP-0007088,2022-01-05,Partner,Mediterranean,Salaried,30,38726.37,51630.75,36,115729.94,16942.85,0.47454,31,0,1,0.07243,1,6,702,66938.19,5858.85,Mortgage,Medical,79,Verified,Male,21-29,0
APP-0008400,2022-01-05,Branch,Mediterranean,Salaried,29,33587.02,50994.56,60,38094.66,6837.91,0.22889,69,0,0,0.67959,3,7,656,74212.44,34472.0,Rent,Debt consolidation,56,Verified,Male,21-29,0
APP-0008948,2022-01-05,Mobile,Black Sea,Salaried,42,49436.84,45084.23,36,49946.81,10066.46,0.22895,305,0,0,0.58858,1,7,677,65313.11,15972.72,Mortgage,Debt consolidation,10,Verified,Female,40-49,1
APP-0009185,2022-01-05,Mobile,Central Anatolia,Salaried,58,33308.41,11867.89,24,65543.37,6468.96,0.20906,81,0,1,0.20161,1,5,695,10048.52,88205.91,Mortgage,Vehicle,26,Verified,Male,30-39,0
APP-0010464,2022-01-05,Web,Aegean,Salaried,131,36317.34,30309.43,36,80281.46,7124.9,0.21937,178,1,2,0.4235,0,3,622,75542.24,1896.01,Owner,Education,59,Verified,Female,40-49,0
APP-0013582,2022-01-05,Mobile,Central Anatolia,Salaried,136,59341.83,105708.18,24,594859.85,22526.76,0.45383,250,1,1,0.83958,2,6,592,29970.6,25027.08,Rent,Vehicle,3,Verified,Male,40-49,1
APP-0013801,2022-01-05,Mobile,Marmara,Salaried,94,42618.9,157590.15,36,99637.09,13315.73,0.41515,296,0,2,0.24992,2,4,687,150821.88,10765.2,Rent,Debt consolidation,18,Verified,Male,40-49,0
APP-0014031,2022-01-05,Web,Aegean,Salaried,125,21303.71,10000.0,24,92698.55,1484.37,0.08924,192,0,0,0.28313,1,5,734,13313.66,46117.42,Owner,Home improvement,24,Unverified,Male,30-39,0
APP-0014587,2022-01-05,Mobile,Marmara,Self-employed,55,53222.37,67397.5,12,80990.04,2936.73,0.16071,157,1,1,0.74072,3,5,639,5985.68,88216.42,Family,Home improvement,22,Unverified,Male,30-39,1
APP-0015024,2022-01-05,Partner,Marmara,Salaried,34,27368.06,69943.46,36,116027.52,8950.37,0.39803,83,0,2,0.42647,0,4,667,22005.67,5093.81,Mortgage,Home improvement,10,Verified,Male,21-29,0
APP-0015732,2022-01-05,Partner,Marmara,Retired,73,12000.0,10000.0,24,57705.4,3608.14,0.3354,185,1,2,0.75235,1,2,596,17321.61,15514.71,Rent,Debt consolidation,11,Unverified,Male,30-39,1
APP-0018268,2022-01-05,Web,Black Sea,Retired,188,57286.31,58740.23,24,44378.27,14221.42,0.29098,236,0,1,0.2707,1,9,708,73417.73,10386.42,Mortgage,Vehicle,18,Verified,Female,40-49,0
APP-0021434,2022-01-05,Mobile,Central Anatolia,Salaried,26,33946.14,25044.16,36,36265.96,6311.55,0.20642,46,0,0,0.31208,2,1,709,30875.25,18148.43,Owner,Home improvement,22,Unverified,Male,21-29,0
APP-0024488,2022-01-05,Mobile,Marmara,Salaried,45,41780.2,28535.16,48,80227.05,6674.46,0.17398,266,1,2,0.65438,1,5,634,161478.38,6491.67,Family,Debt consolidation,66,Verified,Male,40-49,1
APP-0024692,2022-01-05,Partner,Central Anatolia,Self-employed,146,55290.61,94742.59,60,129123.29,4407.72,0.10828,279,0,0,0.64991,0,7,685,57851.25,27584.71,Rent,Debt consolidation,12,Verified,Male,40-49,0
APP-0025004,2022-01-05,Web,Central Anatolia,Salaried,78,19779.85,36609.22,24,45550.7,6981.35,0.43007,170,0,0,0.73481,2,2,621,7796.93,1832.99,Family,Medical,44,Verified,Male,40-49,0
APP-0026903,2022-01-05,Web,Central Anatolia,Contract,75,47628.13,25064.64,24,160998.79,15305.4,0.34328,252,0,0,0.62272,3,9,676,19822.54,5642.62,Mortgage,Other,5,Verified,Male,50-59,0
APP-0030835,2022-01-05,Branch,Mediterranean,Self-employed,35,38357.34,44951.92,36,208305.5,12312.97,0.35356,50,2,2,0.5251,0,5,655,32857.42,15706.12,Rent,Other,96,Verified,Male,21-29,1
APP-0031415,2022-01-05,Mobile,Black Sea,Salaried,126,52141.27,16191.68,24,12251.74,5178.29,0.11225,109,0,0,0.06179,2,11,754,15999.07,77536.79,Owner,Vehicle,104,Verified,Female,30-39,0
APP-0031817,2022-01-05,Web,Marmara,Salaried,76,24725.42,14154.93,12,97034.76,12759.78,0.56377,263,0,0,0.45115,0,3,693,26771.31,1963.09,Rent,Debt consolidation,22,Verified,Female,50-59,0
APP-0034251,2022-01-05,Mobile,Aegean,Contract,199,63134.11,109497.66,24,112278.94,6808.36,0.1801,219,0,0,0.41051,0,6,704,73270.71,16746.83,Owner,Vehicle,59,Verified,Male,40-49,0
APP-0035037,2022-01-05,Mobile,Central Anatolia,Public sector,92,39290.03,52429.81,48,12360.87,11200.14,0.31286,581,0,0,0.51744,0,4,683,29204.18,9718.2,Mortgage,Vehicle,32,Unverified,Female,60-74,0
APP-0036393,2022-01-05,Partner,Central Anatolia,Self-employed,77,39751.08,25356.19,48,40827.69,7042.41,0.19045,366,0,0,0.09104,1,7,758,10466.14,33599.17,Mortgage,Vehicle,11,Verified,Female,50-59,0
APP-0037412,2022-01-05,Web,Mediterranean,Self-employed,88,89307.82,111689.38,24,55844.44,46796.58,0.5761,218,1,1,0.26715,2,5,704,16979.55,43319.83,Owner,Medical,31,Verified,Male,40-49,0
APP-0037854,2022-01-05,Partner,Marmara,Salaried,29,30026.22,17023.42,60,12402.17,4139.7,0.14732,43,1,1,0.56804,0,2,665,19274.25,8075.68,Mortgage,Debt consolidation,59,Verified,Male,21-29,1
APP-0038088,2022-01-05,Mobile,Mediterranean,Self-employed,87,35684.53,113845.81,24,27082.69,6172.36,0.3059,361,0,0,0.52895,1,3,646,77534.7,6221.53,Mortgage,Other,60,Verified,Female,50-59,0
APP-0040405,2022-01-05,Mobile,Mediterranean,Self-employed,78,48890.94,41817.89,36,134584.8,9313.61,0.21426,149,0,0,0.04501,1,6,723,57391.17,10270.04,Rent,Debt consolidation,14,Verified,Male,30-39,0
APP-0040955,2022-01-05,Web,Mediterranean,Public sector,19,116324.83,225755.48,48,392627.29,34177.78,0.33425,176,2,4,0.12869,2,6,635,46608.64,60474.34,Rent,Home improvement,48,Verified,Male,30-39,0
APP-0041862,2022-01-05,Partner,Marmara,Self-employed,12,68648.62,70070.1,24,729504.1,26285.77,0.42543,162,0,0,0.75789,4,6,651,121531.44,20286.04,Rent,Debt consolidation,4,Verified,Male,30-39,0
APP-0042073,2022-01-05,Partner,Aegean,Salaried,61,50608.21,118213.09,36,70451.42,420.62,0.0732,160,0,0,0.14185,2,6,685,35474.34,16061.12,Family,Other,154,Verified,Female,30-39,0
APP-0044173,2022-01-05,Web,Aegean,Salaried,97,67567.37,117926.99,24,394804.01,18007.63,0.33924,360,2,3,0.34504,1,1,698,47747.61,15702.19,Mortgage,Other,55,Verified,Female,60-74,0
APP-0044545,2022-01-05,Mobile,Marmara,Public sector,86,26899.29,40822.0,60,75394.08,2394.92,0.11433,248,0,0,0.17355,1,4,682,48813.07,10217.67,Mortgage,Education,101,Verified,Male,40-49,0
APP-0046413,2022-01-05,Branch,Marmara,Salaried,61,34900.74,32878.41,60,38164.65,11370.32,0.34149,343,1,1,0.51742,0,7,599,35721.81,3629.26,Mortgage,Home improvement,97,Verified,Female,50-59,0
APP-0046792,2022-01-05,Mobile,Central Anatolia,Salaried,42,36220.44,13906.41,24,99043.11,11173.1,0.32447,271,0,0,0.60422,0,7,731,47284.1,10187.98,Mortgage,Education,65,Verified,Female,40-49,0
APP-0046817,2022-01-05,Mobile,Central Anatolia,Retired,32,25652.89,21135.47,36,35664.8,2671.52,0.12703,138,0,0,0.21493,0,6,778,236430.54,13035.04,Mortgage,Vehicle,6,Unverified,Male,30-39,0
APP-0046949,2022-01-05,Branch,Black Sea,Self-employed,100,26808.02,21090.21,24,92670.59,10171.58,0.4122,141,0,1,0.17461,0,5,731,11592.91,5125.55,Rent,Debt consolidation,108,Verified,Female,30-39,0
APP-0047718,2022-01-05,Mobile,Central Anatolia,Public sector,95,49535.12,101929.9,36,278225.77,10296.67,0.26503,288,0,0,0.79599,2,7,637,46787.31,30795.61,Owner,Vehicle,13,Verified,Female,50-59,0
APP-0001622,2022-01-06,Branch,Mediterranean,Contract,112,49456.35,26851.57,36,116777.55,19442.4,0.4082,329,1,1,0.50392,2,12,643,83733.11,6614.27,Rent,Debt consolidation,53,Verified,Male,50-59,1
APP-0003966,2022-01-06,Branch,Central Anatolia,Salaried,109,34711.66,32845.27,48,26693.51,7906.55,0.24749,121,0,0,0.64482,2,2,609,23742.34,11859.53,Mortgage,Other,18,Verified,Male,30-39,0
APP-0008201,2022-01-06,Partner,Central Anatolia,Salaried,72,59051.34,46937.27,18,214359.21,18489.73,0.35727,261,0,0,0.73894,2,2,605,75292.19,14937.44,Mortgage,Other,46,Verified,Male,40-49,0
APP-0008634,2022-01-06,Mobile,Mediterranean,Self-employed,68,74750.85,68545.07,60,29499.91,7982.99,0.12208,104,1,1,0.44918,0,9,704,34523.59,44360.0,Rent,Other,92,Verified,Female,30-39,0
APP-0009097,2022-01-06,Mobile,Aegean,Contract,63,17860.2,10000.0,24,4274.49,3592.34,0.22447,189,0,0,0.43545,1,6,685,7209.19,9840.76,Owner,Debt consolidation,19,Verified,Male,30-39,0
APP-0011463,2022-01-06,Branch,Marmara,Salaried,85,77948.9,42630.13,24,319927.76,23801.6,0.32814,235,0,1,0.16335,2,6,685,158870.92,82296.01,Mortgage,Medical,14,Verified,Female,40-49,0
APP-0012443,2022-01-06,Mobile,Mediterranean,Public sector,64,24596.05,11557.49,48,82593.04,4645.89,0.19868,123,0,1,0.45335,1,8,643,32716.51,10943.76,Owner,Debt consolidation,72,Verified,Male,30-39,0
APP-0014193,2022-01-06,Branch,Marmara,Salaried,64,57007.99,22943.41,36,45775.77,10996.85,0.20408,168,2,4,0.61011,0,8,627,17022.41,20138.5,Family,Debt consolidation,61,Verified,Male,40-49,1
APP-0015379,2022-01-06,Web,Aegean,Retired,60,34657.92,55751.33,18,27900.94,5576.33,0.25026,275,1,1,0.18154,1,5,667,65604.18,25491.77,Owner,Vehicle,83,Verified,Male,50-59,0
APP-0018116,2022-01-06,Branch,Mediterranean,Salaried,11,26746.51,13044.33,18,36488.3,3399.57,0.1542,107,0,0,0.39404,0,3,717,5939.88,51597.72,Rent,Other,70,Verified,Male,21-29,0
APP-0018693,2022-01-06,Web,Mediterranean,Self-employed,117,50458.92,41939.23,48,33432.8,16672.77,0.34774,88,0,0,0.42064,0,5,702,285196.46,6444.49,Mortgage,Vehicle,140,Verified,Male,21-29,0
APP-0020032,2022-01-06,Mobile,Marmara,Salaried,51,34735.8,26363.14,24,183784.22,8470.01,0.27546,231,0,2,0.63935,0,2,652,48681.96,18193.02,Mortgage,Debt consolidation,91,Verified,Male,40-49,0
APP-0021657,2022-01-06,Web,Aegean,Self-employed,85,105097.93,96374.34,24,141424.76,31920.31,0.34193,26,1,1,0.22529,1,11,729,31638.03,189762.25,Rent,Medical,52,Verified,Male,21-29,0
APP-0021955,2022-01-06,Mobile,Mediterranean,Salaried,126,38491.53,28186.46,24,5438.74,3588.4,0.12374,39,1,1,0.40662,2,3,651,8378.66,18736.76,Owner,Home improvement,3,Verified,Male,21-29,0
APP-0023156,2022-01-06,Web,Central Anatolia,Salaried,69,50625.49,61586.76,60,67879.15,12150.24,0.26028,181,2,3,0.23668,0,3,698,99505.15,8769.41,Mortgage,Education,86,Verified,Male,40-49,0
APP-0023559,2022-01-06,Mobile,Marmara,Public sector,160,47095.9,11530.9,48,25187.2,3934.8,0.08865,160,0,1,0.6376,1,4,686,41483.09,11255.87,Mortgage,Other,7,Verified,Male,40-49,0
APP-0024013,2022-01-06,Mobile,Marmara,Retired,33,33044.31,60223.63,36,18587.11,16106.65,0.53805,161,1,1,0.67423,1,4,679,5062.13,7158.87,Rent,Other,6,Verified,Female,30-39,0
APP-0025808,2022-01-06,Web,Central Anatolia,Public sector,42,32673.33,52714.45,36,96508.04,7317.9,0.26879,34,0,1,0.11845,1,5,711,15925.28,6779.3,Rent,Debt consolidation,19,Unverified,Female,21-29,0
APP-0028325,2022-01-06,Mobile,Black Sea,Salaried,61,25228.24,10156.83,12,46401.51,3612.11,0.17673,184,0,0,0.22686,1,3,766,22973.53,5088.83,Owner,Debt consolidation,97,Verified,Female,40-49,0
APP-0028336,2022-01-06,Branch,Marmara,Salaried,73,12393.35,10000.0,36,70669.77,4916.77,0.41914,241,0,0,0.58159,3,4,627,20765.47,37774.59,Family,Home improvement,67,Verified,Female,40-49,0
APP-0028687,2022-01-06,Partner,Mediterranean,Salaried,90,28074.61,46543.96,36,25272.75,4649.19,0.21165,331,0,1,0.3991,1,7,689,6870.14,17108.19,Mortgage,Vehicle,7,Verified,Male,50-59,0
APP-0029096,2022-01-06,Mobile,Marmara,Retired,47,34888.25,40043.41,12,316340.32,6274.17,0.27548,14,0,0,0.41931,0,3,714,39629.22,20512.54,Owner,Education,35,Verified,Female,21-29,0
APP-0029609,2022-01-06,Web,Aegean,Salaried,45,49555.51,32580.23,36,108494.14,8030.01,0.1803,144,0,0,0.56184,1,3,667,25053.38,7982.91,Mortgage,Home improvement,50,Verified,Female,30-39,0
APP-0030586,2022-01-06,Web,Aegean,Salaried,32,46523.7,39277.99,18,53607.6,11790.07,0.30032,72,0,0,0.5798,0,4,664,85775.37,69453.04,Mortgage,Education,17,Verified,Female,30-39,1
APP-0031709,2022-01-06,Mobile,Aegean,Salaried,124,47765.61,151935.16,24,32047.66,5076.6,0.23882,288,0,1,0.2984,0,9,652,28990.21,30204.95,Rent,Debt consolidation,91,Unverified,Female,50-59,0
APP-0033157,2022-01-06,Branch,Mediterranean,Salaried,57,32943.9,19077.25,12,70551.16,6428.42,0.24339,33,0,1,0.27096,0,5,673,52696.47,52558.41,Rent,Medical,18,Verified,Male,21-29,0
APP-0034027,2022-01-06,Mobile,Central Anatolia,Salaried,20,43656.61,43223.12,36,182833.94,718.05,0.04395,25,0,0,0.40159,0,6,657,99595.53,2379.3,Family,Other,15,Verified,Female,21-29,0
APP-0035190,2022-01-06,Mobile,Marmara,Retired,30,53246.93,46007.47,60,143856.78,11890.94,0.23772,206,0,0,0.76498,1,14,629,15267.01,173618.04,Mortgage,Other,35,Verified,Female,40-49,1
APP-0035582,2022-01-06,Mobile,Marmara,Salaried,50,55940.82,102258.98,24,223729.09,30641.83,0.62392,82,0,0,0.35081,1,3,687,77532.19,74798.29,Mortgage,Home improvement,14,Verified,Female,40-49,0
APP-0037348,2022-01-06,Web,Aegean,Salaried,64,37555.29,26015.92,36,148169.05,8756.72,0.25241,73,1,1,0.24778,0,10,655,22675.21,9771.4,Owner,Debt consolidation,60,Unverified,Male,50-59,0
APP-0039155,2022-01-06,Mobile,Marmara,Salaried,60,54990.14,67270.78,36,209629.2,2791.85,0.08475,20,0,1,0.3292,2,3,704,17455.31,13924.88,Rent,Home improvement,37,Verified,Female,21-29,0
APP-0040332,2022-01-06,Web,Marmara,Self-employed,70,55366.28,39442.21,12,81249.35,20469.01,0.42907,85,0,0,0.48527,2,6,679,63141.0,15189.26,Rent,Debt consolidation,30,Verified,Female,40-49,0
APP-0040449,2022-01-06,Web,Mediterranean,Salaried,86,15826.58,11217.94,24,53900.26,4521.4,0.31522,161,0,0,0.06121,0,6,744,78624.77,4532.96,Mortgage,Debt consolidation,33,Verified,Female,40-49,0
APP-0041288,2022-01-06,Branch,Black Sea,Salaried,166,71991.54,30471.87,36,293638.7,39002.06,0.55352,365,0,1,0.27903,0,7,757,42519.81,37296.26,Rent,Home improvement,200,Verified,Female,50-59,0
APP-0041303,2022-01-06,Partner,Marmara,Public sector,66,20518.51,14388.83,18,10584.77,9460.3,0.50002,230,2,2,0.225,2,3,696,20224.09,9797.95,Rent,Home improvement,14,Verified,Female,40-49,0
APP-0044223,2022-01-06,Mobile,Black Sea,Salaried,82,55926.03,51135.46,36,50130.6,25696.78,0.48488,131,1,1,0.49465,0,5,689,253736.12,21973.74,Owner,Debt consolidation,21,Unverified,Female,40-49,0
APP-0046321,2022-01-06,Mobile,Central Anatolia,Public sector,92,58004.55,102148.31,60,559019.92,27526.59,0.50391,197,0,0,0.27806,2,4,665,37512.16,26155.0,Rent,Home improvement,35,Verified,Female,50-59,0
APP-0046740,2022-01-06,Web,Black Sea,Contract,34,81436.84,131355.44,18,131642.02,10182.43,0.21464,34,0,0,0.54932,2,3,671,102489.59,45882.52,Owner,Debt consolidation,55,Verified,Female,30-39,0
APP-0047274,2022-01-06,Mobile,Aegean,Self-employed,76,55631.81,47484.64,24,59161.11,35220.96,0.66867,141,0,0,0.55665,2,7,685,20834.27,4708.66,Mortgage,Home improvement,10,Verified,Female,40-49,0
APP-0001603,2022-01-07,Web,Black Sea,Salaried,68,42663.39,84111.03,36,183910.2,10215.12,0.2942,70,0,0,0.22258,1,7,775,41374.34,12874.07,Rent,Debt consolidation,16,Unverified,Male,30-39,0
APP-0002105,2022-01-07,Mobile,Aegean,Salaried,138,20064.75,10054.43,24,58401.27,4173.9,0.2289,66,0,0,0.44263,0,8,727,9189.82,10686.65,Owner,Home improvement,33,Verified,Male,30-39,0
APP-0002224,2022-01-07,Branch,Marmara,Salaried,46,65704.59,39484.89,12,176274.0,14267.19,0.26722,161,0,0,0.52962,3,1,606,125542.09,17993.85,Mortgage,Debt consolidation,89,Verified,Male,40-49,1
APP-0005646,2022-01-07,Branch,Mediterranean,Retired,74,23990.8,22143.83,48,78018.38,9423.96,0.41205,75,0,0,0.31257,1,3,741,105848.2,24212.65,Owner,Debt consolidation,54,Verified,Male,21-29,0
APP-0006174,2022-01-07,Web,Aegean,Salaried,37,28057.99,37343.04,48,51029.93,4895.12,0.20219,114,0,1,0.73556,1,3,624,18795.98,5671.1,Rent,Home improvement,105,Unverified,Female,40-49,0
APP-0007390,2022-01-07,Branch,Central Anatolia,Salaried,98,38858.43,90796.58,24,84662.79,12002.8,0.40624,216,4,4,0.56307,3,3,596,102107.47,10338.63,Mortgage,Education,41,Verified,Female,50-59,0
APP-0008259,2022-01-07,Mobile,Central Anatolia,Salaried,93,24336.99,49617.29,48,101757.37,5914.49,0.2855,77,1,1,0.70036,0,3,645,20566.26,6201.9,Family,Vehicle,51,Verified,Male,60-74,0
APP-0011265,2022-01-07,Branch,Aegean,Self-employed,13,91077.44,78262.77,36,411161.79,29436.37,0.34707,107,0,0,0.15452,0,8,738,127828.95,290800.41,Owner,Other,25,Verified,Female,21-29,0
APP-0011615,2022-01-07,Web,Central Anatolia,Salaried,37,15626.16,14949.18,24,11217.72,3470.99,0.26199,62,0,1,0.12051,0,3,687,6722.36,3106.23,Owner,Other,78,Verified,Male,40-49,0
APP-0013172,2022-01-07,Mobile,Marmara,Self-employed,45,89536.9,72722.61,48,43987.55,31237.17,0.3658,124,0,0,0.661,2,9,621,92072.38,19850.31,Rent,Debt consolidation,18,Unverified,Female,30-39,0
APP-0014531,2022-01-07,Web,Marmara,Salaried,59,33956.45,15039.29,18,67372.57,4602.3,0.16014,128,0,0,0.44565,0,1,676,113085.27,59654.68,Mortgage,Vehicle,23,Verified,Male,30-39,0
APP-0014937,2022-01-07,Branch,Marmara,Salaried,101,31365.36,26319.0,36,201401.7,8078.81,0.28088,183,0,0,0.89967,1,7,580,25963.62,21592.49,Owner,Debt consolidation,24,Verified,Female,40-49,0
APP-0018773,2022-01-07,Web,Mediterranean,Contract,15,13001.08,14785.51,36,20778.13,5675.3,0.46812,125,2,3,0.80156,0,3,620,2371.3,4288.52,Rent,Debt consolidation,43,Verified,Female,30-39,1
APP-0019432,2022-01-07,Branch,Marmara,Retired,75,17241.98,37627.11,36,44640.73,11824.87,0.74644,57,0,0,0.53882,1,5,661,53924.29,3765.41,Owner,Education,88,Unverified,Male,21-29,1
APP-0021508,2022-01-07,Branch,Marmara,Salaried,45,52943.51,86173.58,24,43265.47,20017.85,0.44592,36,0,0,0.25997,1,5,690,57477.97,54290.91,Owner,Home improvement,26,Verified,Female,21-29,0
APP-0022892,2022-01-07,Partner,Marmara,Contract,138,22084.47,21523.85,36,102104.56,7191.63,0.35271,245,0,1,0.72229,1,3,608,10027.88,94808.61,Family,Vehicle,25,Verified,Female,40-49,0
APP-0023386,2022-01-07,Mobile,Marmara,Salaried,11,74358.15,47538.95,36,196771.03,36920.65,0.51428,84,0,1,0.15853,0,7,705,155673.42,22510.58,Owner,Home improvement,184,Verified,Male,21-29,0
APP-0023733,2022-01-07,Partner,Marmara,Salaried,48,20053.47,53025.13,60,109470.66,6124.56,0.34948,252,0,0,0.17115,2,5,734,84418.32,7677.44,Family,Education,129,Verified,Male,40-49,0
APP-0024035,2022-01-07,Mobile,Marmara,Self-employed,133,88152.54,83265.92,36,153212.9,5069.54,0.08375,48,0,0,0.21426,0,3,686,92019.34,60412.67,Rent,Home improvement,6,Verified,Male,21-29,0
APP-0025604,2022-01-07,Mobile,Marmara,Salaried,26,26053.08,15437.94,24,20706.29,7698.72,0.32019,23,0,0,0.24195,3,3,674,22642.3,47792.06,Owner,Education,99,Verified,Male,21-29,1
APP-0026562,2022-01-07,Web,Marmara,Salaried,51,44394.95,43104.9,36,126780.55,11849.52,0.29388,218,0,0,0.5389,0,7,679,12210.81,23090.62,Rent,Debt consolidation,7,Verified,Female,40-49,0
APP-0028935,2022-01-07,Web,Marmara,Contract,104,17213.9,20449.48,60,64725.77,9286.76,0.55929,169,0,1,0.64708,0,5,626,78583.88,6498.7,Rent,Home improvement,123,Unverified,Female,30-39,0
APP-0033143,2022-01-07,Mobile,Marmara,Retired,72,32252.27,29670.66,36,114391.26,4972.69,0.17974,261,1,2,0.34455,1,3,699,77317.48,66457.68,Rent,Debt consolidation,22,Verified,Male,50-59,0
APP-0034100,2022-01-07,Web,Central Anatolia,Salaried,144,57258.18,51133.57,36,170066.14,17814.26,0.33593,176,0,3,0.34467,2,7,646,64551.36,18944.29,Mortgage,Debt consolidation,19,Verified,Female,40-49,1
APP-0034622,2022-01-07,Partner,Central Anatolia,Salaried,61,23753.83,19219.19,36,38981.13,1852.44,0.10046,171,0,1,0.26867,1,3,705,109793.8,15034.3,Family,Education,35,Verified,Male,40-49,0
APP-0037631,2022-01-07,Branch,Aegean,Self-employed,115,37437.7,72851.35,36,60851.43,9165.55,0.29888,84,0,0,0.34059,1,4,667,117641.69,6702.2,Rent,Home improvement,77,Verified,Female,40-49,0
APP-0040150,2022-01-07,Mobile,Marmara,Salaried,64,39563.87,36806.57,24,61738.46,3934.29,0.1382,12,0,0,0.29579,1,6,673,22656.18,11339.27,Rent,Vehicle,9,Verified,Female,21-29,0
APP-0000343,2022-01-08,Mobile,Central Anatolia,Salaried,86,15396.21,10000.0,36,15085.0,4228.98,0.29272,145,3,4,0.14097,0,2,605,107753.29,16035.92,Rent,Other,80,Verified,Male,40-49,0
APP-0001186,2022-01-08,Partner,Marmara,Public sector,84,50896.44,29927.92,12,204982.92,10290.38,0.25118,128,1,2,0.17493,1,7,613,35729.0,32382.19,Rent,Other,19,Verified,Male,60-74,1
APP-0002595,2022-01-08,Web,Aegean,Salaried,205,27438.26,13448.44,36,42610.0,5549.05,0.21585,96,2,3,0.54012,2,5,605,48746.56,17073.58,Mortgage,Home improvement,28,Verified,Female,50-59,0
APP-0002730,2022-01-08,Web,Aegean,Self-employed,70,123620.86,230293.24,12,268517.72,32998.84,0.42218,65,0,1,0.05902,0,5,721,88801.31,58015.41,Owner,Medical,21,Verified,Male,40-49,0
