application_id,application_date,channel,region,employment_type,employment_tenure_months,monthly_income,requested_amount,term_months,existing_debt,monthly_debt_payment,debt_to_income,credit_history_months,delinquencies_12m,delinquencies_36m,revolving_utilization,inquiries_6m,open_accounts,bureau_score,savings_balance,current_account_balance,housing_status,purpose,prior_customer_months,income_verified,gender,age_band,default_12m,sample_split,predicted_pd,credit_score,risk_band,recommendation,lgd_assumption,ead_assumption,expected_loss,human_review_required
APP-0022771,2025-01-03,Mobile,Black Sea,Salaried,69,39472.65,31488.42,18,177283.57,19746.72,0.54458,260,0,0,0.44239,1,2,712,78930.47,8987.68,Owner,Education,11,Verified,Male,40-49,0,out_of_time,0.0880016010672212,660,C,APPROVE_RECOMMENDATION,0.45,31488.42,1246.9641187846992,False
APP-0023868,2025-01-03,Partner,Central Anatolia,Contract,53,25930.01,12556.77,48,12438.02,7108.73,0.28424,73,1,1,0.60051,0,7,621,25639.35,11810.22,Owner,Debt consolidation,31,Verified,Female,21-29,1,out_of_time,0.480863428345001,497,F,DECLINE_RECOMMENDATION,0.45,12556.77,2717.1411620128465,True
APP-0024756,2025-01-03,Mobile,Aegean,Contract,168,36722.86,102908.23,18,65887.78,6604.02,0.33552,428,0,1,0.41254,1,10,735,18000.26,23823.72,Rent,Debt consolidation,16,Verified,Female,60-74,0,out_of_time,0.0783271955095543,669,C,APPROVE_RECOMMENDATION,0.45,102908.23,3627.230872838482,False
APP-0025021,2025-01-03,Partner,Marmara,Self-employed,140,37189.41,84179.78,36,59835.07,5261.98,0.20437,447,0,0,0.20499,0,5,697,38496.32,70084.48,Owner,Other,21,Verified,Male,50-59,0,out_of_time,0.03301587834689558,735,B,APPROVE_RECOMMENDATION,0.45,84179.78,1250.6712190867952,False
APP-0026781,2025-01-03,Mobile,Aegean,Self-employed,175,78636.73,40192.24,36,141385.41,11654.89,0.16241,303,0,0,0.38177,0,6,694,53619.47,22403.9,Owner,Medical,39,Verified,Male,40-49,1,out_of_time,0.054682776337366124,697,B,APPROVE_RECOMMENDATION,0.45,40192.24,989.020471687983,False
APP-0026836,2025-01-03,Web,Aegean,Salaried,76,37079.76,14329.95,36,15509.67,9954.27,0.27919,189,0,1,0.20349,0,4,701,45010.33,63417.57,Mortgage,Vehicle,19,Verified,Female,30-39,0,out_of_time,0.06318643660513576,686,C,APPROVE_RECOMMENDATION,0.45,14329.95,407.4563147533944,False
APP-0027887,2025-01-03,Mobile,Marmara,Salaried,188,49719.28,22765.62,12,66672.17,22982.79,0.50041,248,1,1,0.28474,1,4,685,20985.13,33375.4,Owner,Medical,52,Verified,Female,50-59,0,out_of_time,0.16686457077120437,607,E,REFER,0.45,22765.62,1709.4489343381554,True
APP-0029119,2025-01-03,Mobile,Marmara,Salaried,156,33095.11,48510.48,60,67917.82,6891.43,0.23266,125,0,0,0.32961,1,3,663,9945.09,7825.19,Mortgage,Education,46,Verified,Male,40-49,0,out_of_time,0.0790389221190821,669,C,APPROVE_RECOMMENDATION,0.45,48510.48,1725.3972228056807,False
APP-0036152,2025-01-03,Partner,Mediterranean,Salaried,69,34359.15,49784.23,60,70531.49,7100.26,0.2308,253,0,0,0.3202,0,5,649,21503.63,10505.74,Rent,Home improvement,42,Verified,Female,50-59,0,out_of_time,0.07357462129463341,674,C,APPROVE_RECOMMENDATION,0.45,49784.23,1648.2851409127175,False
APP-0038334,2025-01-03,Mobile,Aegean,Public sector,28,33935.09,29154.4,36,121175.56,8661.18,0.27909,55,0,0,0.62401,1,2,666,46521.43,39950.49,Rent,Other,53,Unverified,Male,30-39,0,out_of_time,0.19903408591879276,592,E,REFER,0.45,29154.4,2611.2237095298833,True
APP-0040846,2025-01-03,Mobile,Black Sea,Public sector,63,61560.23,28142.99,60,279409.17,13496.35,0.22686,187,1,3,0.64846,1,8,575,53874.92,60150.36,Rent,Other,7,Verified,Male,30-39,0,out_of_time,0.41713205667086023,516,F,DECLINE_RECOMMENDATION,0.45,28142.99,5282.704484805354,True
APP-0041332,2025-01-03,Branch,Black Sea,Public sector,46,67732.16,22438.51,36,49306.04,25740.34,0.38923,24,0,0,0.30279,0,2,696,66322.44,24257.54,Owner,Home improvement,24,Verified,Male,30-39,0,out_of_time,0.0800870374170016,668,C,APPROVE_RECOMMENDATION,0.45,22438.51,808.6652054782941,False
APP-0043192,2025-01-03,Mobile,Marmara,Public sector,73,23878.57,10000.0,18,21486.22,2195.58,0.11521,216,0,0,0.13351,1,4,712,51050.49,8107.46,Rent,Vehicle,77,Unverified,Male,40-49,0,out_of_time,0.03963682810723201,721,B,APPROVE_RECOMMENDATION,0.45,10000.0,178.36572648254403,False
APP-0043934,2025-01-03,Mobile,Marmara,Self-employed,81,44473.36,27555.05,36,19013.64,9206.9,0.22423,67,1,1,0.62137,1,9,614,11780.96,16942.11,Rent,Medical,55,Verified,Male,21-29,1,out_of_time,0.3562885233009306,534,F,DECLINE_RECOMMENDATION,0.45,27555.05,4417.896633292488,True
APP-0044067,2025-01-03,Mobile,Aegean,Salaried,96,84761.77,137195.79,48,408930.24,17159.96,0.23617,129,1,1,0.11033,1,9,678,254533.81,39189.71,Mortgage,Medical,63,Verified,Female,30-39,0,out_of_time,0.13914999673662454,623,D,REFER,0.45,137195.79,8590.857178850383,True
APP-0044497,2025-01-03,Partner,Central Anatolia,Public sector,191,59985.5,21557.45,60,117316.37,35671.46,0.60066,389,0,0,0.4339,0,7,757,58743.24,18494.02,Family,Vehicle,20,Verified,Female,50-59,0,out_of_time,0.0513053443017823,702,B,APPROVE_RECOMMENDATION,0.45,21557.45,497.7055775333056,False
APP-0045561,2025-01-03,Web,Marmara,Salaried,58,33857.57,10000.0,36,120826.65,14082.06,0.42412,86,0,0,0.53975,2,4,700,72411.2,19309.91,Rent,Debt consolidation,31,Verified,Male,21-29,1,out_of_time,0.17017978591684632,606,E,REFER,0.45,10000.0,765.8090366258084,True
APP-0046692,2025-01-03,Mobile,Aegean,Self-employed,258,32490.25,10000.0,36,120280.75,20754.95,0.64736,80,2,2,0.44429,1,1,639,42868.95,19088.78,Owner,Home improvement,5,Verified,Female,30-39,0,out_of_time,0.4640898629320375,502,F,DECLINE_RECOMMENDATION,0.45,10000.0,2088.404383194169,True
APP-0047821,2025-01-03,Web,Black Sea,Public sector,126,48386.02,40571.77,36,167423.24,22085.27,0.47973,22,0,0,0.12595,1,3,704,28346.32,10539.04,Owner,Home improvement,30,Verified,Male,21-29,0,out_of_time,0.06705898940534331,681,C,APPROVE_RECOMMENDATION,0.45,40571.77,1224.3158525637114,False
APP-0000491,2025-01-04,Web,Black Sea,Contract,124,64158.59,14940.49,18,38682.15,16935.98,0.27691,22,0,0,0.19472,0,6,712,489141.87,9040.55,Mortgage,Vehicle,105,Verified,Female,21-29,0,out_of_time,0.08780501584347465,660,C,APPROVE_RECOMMENDATION,0.45,14940.49,590.3324825216736,False
APP-0001168,2025-01-04,Mobile,Central Anatolia,Salaried,127,52456.21,10000.0,60,180097.31,8615.2,0.16741,250,0,0,0.17589,0,5,735,16312.89,5752.58,Rent,Home improvement,30,Verified,Female,50-59,0,out_of_time,0.023279349344590337,761,A,APPROVE_RECOMMENDATION,0.45,10000.0,104.7570720506565,False
APP-0001423,2025-01-04,Web,Aegean,Self-employed,107,48006.89,48732.1,36,147072.82,6482.09,0.16322,134,0,1,0.095,1,4,710,12730.75,9556.84,Family,Home improvement,7,Verified,Male,50-59,0,out_of_time,0.04420415838742119,713,B,APPROVE_RECOMMENDATION,0.45,48732.1,969.3726601282417,False
APP-0003287,2025-01-04,Branch,Marmara,Salaried,216,41988.97,10000.0,36,76384.74,8042.26,0.19815,119,0,0,0.36012,1,3,740,118314.2,19581.79,Owner,Debt consolidation,14,Verified,Female,40-49,0,out_of_time,0.0536322024614926,699,B,APPROVE_RECOMMENDATION,0.45,10000.0,241.3449110767167,False
APP-0005129,2025-01-04,Web,Aegean,Self-employed,79,19275.31,10000.0,36,69039.88,4690.58,0.25776,287,2,2,0.39956,0,6,709,30295.9,4579.96,Mortgage,Education,11,Verified,Female,40-49,0,out_of_time,0.1430453046729243,621,D,REFER,0.45,10000.0,643.7038710281594,True
APP-0006159,2025-01-04,Partner,Marmara,Salaried,70,61376.65,122314.65,36,99240.9,19567.2,0.37416,247,1,1,0.37707,2,8,662,177229.63,5693.45,Rent,Debt consolidation,101,Verified,Female,50-59,0,out_of_time,0.2568281331410616,568,F,DECLINE_RECOMMENDATION,0.45,122314.65,14136.229446886058,True
APP-0006708,2025-01-04,Partner,Mediterranean,Contract,90,62108.45,61576.39,12,102000.93,14806.15,0.32101,168,0,0,0.73335,0,3,654,313549.32,25966.63,Rent,Home improvement,49,Unverified,Male,40-49,0,out_of_time,0.2635291114995867,566,F,DECLINE_RECOMMENDATION,0.45,61576.39,7302.227105723416,True
APP-0006850,2025-01-04,Web,Marmara,Salaried,91,48885.04,136130.47,48,88839.71,6304.15,0.18697,16,0,0,0.16576,0,4,719,23816.38,12611.64,Rent,Vehicle,7,Verified,Female,21-29,0,out_of_time,0.04336825800575913,715,B,APPROVE_RECOMMENDATION,0.45,136130.47,2656.683605432364,False
APP-0008187,2025-01-04,Mobile,Aegean,Public sector,59,105526.16,127310.47,48,103567.9,14124.65,0.15898,161,0,0,0.47818,3,6,671,259045.89,70507.72,Rent,Debt consolidation,64,Verified,Male,30-39,0,out_of_time,0.14619562450437776,619,D,REFER,0.45,127310.47,8375.505150418132,True
APP-0009417,2025-01-04,Web,Black Sea,Retired,94,13016.44,10000.0,24,12160.78,5407.57,0.44745,265,0,0,0.37497,0,4,699,3669.89,1750.82,Rent,Debt consolidation,9,Unverified,Female,40-49,0,out_of_time,0.10426938743319414,647,D,REFER,0.45,10000.0,469.2122434493736,True
APP-0010017,2025-01-04,Mobile,Marmara,Salaried,51,17711.08,11938.32,48,67070.12,2178.78,0.13706,287,0,0,0.49246,0,4,663,9157.97,1000.63,Owner,Education,41,Verified,Female,40-49,1,out_of_time,0.06282559093399732,686,C,APPROVE_RECOMMENDATION,0.45,11938.32,337.51440394162154,False
APP-0010235,2025-01-04,Branch,Marmara,Salaried,85,19814.16,10000.0,12,35442.41,1665.36,0.12611,148,1,1,0.58985,1,6,651,17150.74,23892.2,Owner,Debt consolidation,37,Verified,Female,30-39,0,out_of_time,0.21512387503889183,585,E,REFER,0.45,10000.0,968.0574376750133,True
APP-0010675,2025-01-04,Branch,Marmara,Salaried,96,21816.77,28396.04,60,42054.91,5053.47,0.25333,232,0,1,0.23776,2,4,683,10276.64,21620.93,Rent,Debt consolidation,12,Unverified,Male,40-49,0,out_of_time,0.11779743001441569,637,D,REFER,0.45,28396.04,1505.2412405639468,True
APP-0011212,2025-01-04,Web,Aegean,Salaried,240,38792.28,95725.9,12,190454.59,6367.37,0.36978,161,0,0,0.52157,2,3,637,41517.05,23517.6,Mortgage,Vehicle,43,Verified,Male,40-49,1,out_of_time,0.14435451129468704,620,D,REFER,0.45,95725.9,6218.309480734837,True
APP-0011296,2025-01-04,Branch,Central Anatolia,Self-employed,127,99636.55,117137.32,36,470898.11,25619.08,0.28978,82,0,1,0.15575,1,6,652,72808.59,76835.97,Mortgage,Home improvement,42,Verified,Female,21-29,0,out_of_time,0.09296518195530139,656,C,APPROVE_RECOMMENDATION,0.45,117137.32,4900.3615204003645,False
APP-0013774,2025-01-04,Web,Mediterranean,Salaried,87,43118.09,20162.34,36,53652.55,15681.56,0.37668,331,0,0,0.43118,1,6,682,380639.05,32254.16,Rent,Vehicle,12,Verified,Male,50-59,0,out_of_time,0.08268477228491826,665,C,APPROVE_RECOMMENDATION,0.45,20162.34,750.2033212339945,False
APP-0016711,2025-01-04,Mobile,Marmara,Salaried,124,19619.29,25376.02,24,134616.61,6132.09,0.36645,20,0,1,0.32688,1,8,652,22697.36,4496.22,Mortgage,Other,51,Verified,Female,21-29,0,out_of_time,0.16866104940211588,607,E,REFER,0.45,25376.02,1925.9757732820863,True
APP-0016988,2025-01-04,Mobile,Marmara,Salaried,22,32229.21,92222.05,24,101483.24,2917.31,0.20974,101,0,0,0.20162,0,4,650,1874.12,3307.74,Family,Home improvement,26,Verified,Female,30-39,0,out_of_time,0.072858799157552,675,C,APPROVE_RECOMMENDATION,0.45,92222.05,3023.634518481473,False
APP-0018373,2025-01-04,Web,Mediterranean,Salaried,48,30510.73,52970.45,24,87693.25,3904.5,0.20031,75,1,1,0.49057,1,4,694,16296.35,10465.95,Rent,Debt consolidation,48,Verified,Male,21-29,1,out_of_time,0.17467744390516254,604,E,REFER,0.45,52970.45,4163.734263827798,True
APP-0018896,2025-01-04,Web,Marmara,Salaried,41,30429.13,41483.24,48,44731.46,3034.39,0.12812,209,0,1,0.1752,0,8,702,28656.58,22075.42,Owner,Home improvement,22,Unverified,Female,40-49,0,out_of_time,0.05168240169720447,701,B,APPROVE_RECOMMENDATION,0.45,41483.24,964.7790630216932,False
APP-0020118,2025-01-04,Partner,Marmara,Contract,85,54668.23,53130.61,60,187548.02,16745.18,0.3225,152,0,0,0.41802,2,6,628,39075.28,11788.89,Owner,Debt consolidation,15,Verified,Female,30-39,1,out_of_time,0.29934658689644533,553,F,DECLINE_RECOMMENDATION,0.45,53130.61,7157.010043451767,True
APP-0022480,2025-01-04,Branch,Mediterranean,Contract,142,24384.26,12501.07,36,19310.06,8448.98,0.36073,288,0,0,0.39115,1,2,752,37743.97,1784.43,Owner,Vehicle,11,Verified,Male,40-49,0,out_of_time,0.05917129699150243,691,B,APPROVE_RECOMMENDATION,0.45,12501.07,332.86703655670254,False
APP-0023534,2025-01-04,Branch,Mediterranean,Salaried,49,56986.06,62487.86,36,138689.2,16843.22,0.32603,196,0,0,0.49625,0,5,670,110939.56,29526.33,Mortgage,Medical,54,Verified,Female,40-49,0,out_of_time,0.11571407371574577,638,D,REFER,0.45,62487.86,3253.826177270641,True
APP-0024916,2025-01-04,Web,Marmara,Public sector,89,90350.4,48801.7,18,227021.17,55126.66,0.64015,14,1,2,0.24465,2,7,683,126554.29,85678.15,Rent,Debt consolidation,35,Verified,Male,21-29,0,out_of_time,0.34968406113636735,536,F,DECLINE_RECOMMENDATION,0.45,48801.7,7679.329490861396,True
APP-0029212,2025-01-04,Partner,Central Anatolia,Self-employed,158,42482.96,101010.79,36,301254.19,11227.26,0.33032,212,0,0,0.21433,1,5,759,21502.38,88792.76,Owner,Education,41,Verified,Male,40-49,0,out_of_time,0.03606944540005795,729,B,APPROVE_RECOMMENDATION,0.45,101010.79,1639.531428624774,False
APP-0030491,2025-01-04,Branch,Aegean,Salaried,63,33080.49,21495.17,48,283845.41,4562.46,0.15146,162,0,1,0.1401,1,6,677,55132.06,13739.59,Rent,Vehicle,7,Verified,Female,30-39,0,out_of_time,0.06493295785135755,684,C,APPROVE_RECOMMENDATION,0.45,21495.17,628.0852354279943,False
APP-0031075,2025-01-04,Mobile,Marmara,Salaried,83,60236.62,145411.53,60,46030.63,12830.33,0.25323,104,0,1,0.40947,2,8,641,54408.65,7263.88,Rent,Debt consolidation,50,Verified,Female,30-39,0,out_of_time,0.1976502734179845,593,E,REFER,0.45,145411.53,12933.282898182355,True
APP-0031525,2025-01-04,Mobile,Central Anatolia,Self-employed,27,23546.84,21380.01,24,167002.34,546.56,0.06104,100,0,0,0.42363,0,6,717,10457.43,5659.01,Family,Other,12,Unverified,Female,30-39,0,out_of_time,0.06685484090438834,682,C,APPROVE_RECOMMENDATION,0.45,21380.01,643.2107251879042,False
APP-0032173,2025-01-04,Mobile,Black Sea,Salaried,91,12000.0,10000.0,48,34757.38,1234.0,0.12019,96,0,0,0.28832,2,1,663,5098.33,5452.97,Mortgage,Home improvement,10,Verified,Male,21-29,0,out_of_time,0.06861416411411611,680,C,APPROVE_RECOMMENDATION,0.45,10000.0,308.7637385135225,False
APP-0032601,2025-01-04,Branch,Central Anatolia,Salaried,52,52051.67,10000.0,48,395691.57,31306.28,0.60545,426,0,0,0.10406,1,4,706,25979.39,3035.67,Family,Other,20,Unverified,Female,50-59,0,out_of_time,0.07491443247789265,673,C,APPROVE_RECOMMENDATION,0.45,10000.0,337.1149461505169,False
APP-0032988,2025-01-04,Branch,Marmara,Salaried,91,32654.72,80602.36,36,28445.1,12771.32,0.45967,34,0,0,0.31024,2,4,704,18470.67,12777.42,Rent,Debt consolidation,61,Verified,Male,21-29,1,out_of_time,0.13938333592054364,623,D,REFER,0.45,80602.36,5055.581618940866,True
APP-0033269,2025-01-04,Mobile,Marmara,Public sector,70,16778.92,10000.0,48,9759.44,3642.62,0.22951,94,0,1,0.1649,0,4,741,21528.86,30295.91,Mortgage,Other,15,Unverified,Male,30-39,0,out_of_time,0.057237336691289754,694,B,APPROVE_RECOMMENDATION,0.45,10000.0,257.5680151108039,False
APP-0035453,2025-01-04,Web,Marmara,Salaried,59,25301.43,31227.47,24,2727.46,5963.71,0.28713,300,1,3,0.55666,2,7,671,14887.53,7267.04,Owner,Debt consolidation,36,Verified,Male,40-49,1,out_of_time,0.27192185658532925,563,F,DECLINE_RECOMMENDATION,0.45,31227.47,3821.1442284882023,True
APP-0036826,2025-01-04,Branch,Marmara,Self-employed,26,41959.21,59122.59,24,167659.34,5985.08,0.20135,178,1,1,0.30383,1,5,677,240984.16,7199.24,Mortgage,Debt consolidation,72,Verified,Female,40-49,0,out_of_time,0.1544250896227,614,E,REFER,0.45,59122.59,4108.505066764265,True
APP-0036941,2025-01-04,Web,Mediterranean,Contract,194,92757.2,147447.44,60,400114.63,36544.2,0.42047,265,1,2,0.45938,0,8,604,123630.89,42615.2,Owner,Debt consolidation,19,Verified,Male,60-74,0,out_of_time,0.3844263101193904,525,F,DECLINE_RECOMMENDATION,0.45,147447.44,25507.203883087594,True
APP-0037370,2025-01-04,Web,Black Sea,Self-employed,90,119254.08,174365.63,48,554752.09,21568.23,0.21132,255,0,1,0.44215,3,7,682,212060.63,81232.35,Mortgage,Debt consolidation,100,Verified,Female,40-49,0,out_of_time,0.11750244224188801,637,D,REFER,0.45,174365.63,9219.774315620438,True
APP-0038305,2025-01-04,Web,Marmara,Salaried,86,55146.82,26421.1,48,158360.3,16365.22,0.30674,217,1,1,0.55105,1,5,689,26780.67,2565.0,Owner,Debt consolidation,68,Verified,Female,40-49,0,out_of_time,0.19151078263227422,595,E,REFER,0.45,26421.1,2276.966492552511,True
APP-0038310,2025-01-04,Mobile,Marmara,Public sector,52,32097.7,70909.05,24,44173.71,4302.05,0.22608,161,0,0,0.35187,4,2,687,8676.39,13761.27,Rent,Medical,20,Verified,Female,50-59,0,out_of_time,0.1052289904717217,646,D,REFER,0.45,70909.05,3357.759486063977,True
APP-0039854,2025-01-04,Mobile,Central Anatolia,Salaried,51,22312.12,19048.5,48,127057.71,5296.12,0.25515,291,0,0,0.17369,1,4,697,17430.56,9367.03,Mortgage,Medical,33,Verified,Female,40-49,0,out_of_time,0.0533186234841653,699,B,APPROVE_RECOMMENDATION,0.45,19048.5,457.0379097471552,False
APP-0039997,2025-01-04,Mobile,Aegean,Public sector,56,25376.33,30547.45,12,24049.16,17606.14,0.79412,160,0,0,0.40894,3,5,667,13687.81,13932.98,Owner,Education,52,Unverified,Male,30-39,1,out_of_time,0.31700518489760043,547,F,DECLINE_RECOMMENDATION,0.45,30547.45,4357.6650159300925,True
APP-0040033,2025-01-04,Mobile,Mediterranean,Public sector,72,69446.59,101721.44,24,104058.6,13379.41,0.25369,150,0,0,0.2246,0,2,678,38411.94,33942.36,Mortgage,Home improvement,31,Verified,Male,30-39,0,out_of_time,0.051884168507191276,701,B,APPROVE_RECOMMENDATION,0.45,101721.44,2374.9795501893664,False
APP-0041713,2025-01-04,Mobile,Aegean,Public sector,35,72372.81,217271.33,24,156290.24,17032.22,0.36043,55,1,2,0.68041,2,2,637,45138.08,52178.23,Mortgage,Education,15,Unverified,Male,21-29,0,out_of_time,0.4539731566501027,505,F,DECLINE_RECOMMENDATION,0.45,217271.33,44385.90818834977,True
APP-0042760,2025-01-04,Mobile,Marmara,Public sector,67,168035.27,306800.23,36,770105.06,69138.26,0.46217,174,1,1,0.1058,2,7,725,324713.38,23884.96,Rent,Debt consolidation,53,Verified,Male,40-49,0,out_of_time,0.1206932244928945,635,D,REFER,0.45,306800.23,16662.91906523775,True
APP-0046844,2025-01-04,Web,Marmara,Self-employed,108,39287.33,29533.44,24,166986.13,4990.61,0.15835,261,0,0,0.19022,0,6,694,81908.61,4460.75,Family,Vehicle,166,Verified,Male,40-49,0,out_of_time,0.0350142514018835,731,B,APPROVE_RECOMMENDATION,0.45,29533.44,465.341081815099,False
APP-0047685,2025-01-04,Web,Aegean,Salaried,43,28676.39,13288.42,36,29417.42,8705.25,0.31644,241,1,2,0.20613,3,5,642,3106.17,13306.77,Rent,Home improvement,112,Verified,Male,40-49,0,out_of_time,0.19999042404551132,592,E,REFER,0.45,13288.42,1195.900537812684,True
APP-0000216,2025-01-05,Mobile,Central Anatolia,Salaried,67,33446.15,94203.45,36,118826.02,4396.86,0.2097,323,0,1,0.23084,2,3,698,17740.0,12351.53,Owner,Medical,50,Verified,Female,40-49,0,out_of_time,0.062904237621025,686,C,APPROVE_RECOMMENDATION,0.45,94203.45,2666.608291584156,False
APP-0000412,2025-01-05,Mobile,Central Anatolia,Retired,122,12000.0,10000.0,12,46042.65,3651.74,0.37376,182,1,2,0.4433,1,2,645,8801.79,33268.46,Mortgage,Home improvement,11,Verified,Female,40-49,0,out_of_time,0.22265330233484293,582,F,DECLINE_RECOMMENDATION,0.45,10000.0,1001.9398605067933,True
APP-0003188,2025-01-05,Web,Black Sea,Salaried,140,48587.85,43306.39,48,32025.39,5627.39,0.13439,327,0,0,0.76488,1,5,675,10182.43,12453.43,Rent,Other,40,Verified,Female,50-59,0,out_of_time,0.07473917114784288,673,C,APPROVE_RECOMMENDATION,0.45,43306.39,1456.5076623023542,False
APP-0004076,2025-01-05,Mobile,Marmara,Self-employed,123,56901.63,63116.89,24,186313.79,32340.53,0.61458,400,0,1,0.26066,3,4,712,37328.57,9536.95,Mortgage,Home improvement,89,Verified,Male,60-74,0,out_of_time,0.08316628929744461,665,C,APPROVE_RECOMMENDATION,0.45,63116.89,2362.1388899827452,False
APP-0006216,2025-01-05,Partner,Central Anatolia,Salaried,48,45082.67,40974.05,36,92165.33,3273.93,0.09787,231,0,3,0.79398,1,1,656,15010.07,37580.81,Family,Vehicle,28,Unverified,Male,30-39,1,out_of_time,0.25193244044944535,570,F,DECLINE_RECOMMENDATION,0.45,40974.05,4645.211585218919,True
APP-0012574,2025-01-05,Mobile,Mediterranean,Salaried,48,44685.98,53117.77,48,65400.34,1071.87,0.04875,220,2,2,0.53603,0,11,655,4463.63,12997.03,Family,Vehicle,20,Verified,Male,40-49,0,out_of_time,0.2209282461664993,582,F,DECLINE_RECOMMENDATION,0.45,53117.77,5280.847094868971,True
APP-0014829,2025-01-05,Branch,Aegean,Salaried,61,46351.58,31150.65,48,138304.69,13690.42,0.30936,82,0,0,0.24347,5,7,683,112718.48,10625.26,Mortgage,Debt consolidation,36,Verified,Male,21-29,0,out_of_time,0.17941693524205513,601,E,REFER,0.45,31150.65,2515.029369209066,True
APP-0018627,2025-01-05,Branch,Aegean,Salaried,92,30790.41,196902.93,24,105306.38,16640.85,0.80691,376,1,1,0.13027,2,4,740,15611.11,3167.5,Rent,Vehicle,45,Verified,Female,50-59,0,out_of_time,0.11893773851709286,636,D,REFER,0.45,196902.93,10538.635140715247,True
APP-0019330,2025-01-05,Partner,Marmara,Salaried,42,47000.9,45498.83,36,175364.21,12266.7,0.28788,172,2,2,0.65979,0,2,636,22378.87,18652.78,Rent,Other,14,Verified,Female,40-49,0,out_of_time,0.42026742401813916,515,F,DECLINE_RECOMMENDATION,0.45,45498.83,8604.754235972654,True
APP-0019444,2025-01-05,Mobile,Black Sea,Contract,63,33565.1,17607.57,24,72223.88,5594.01,0.18852,125,1,1,0.37982,0,4,692,11213.98,75951.58,Family,Home improvement,48,Unverified,Male,40-49,0,out_of_time,0.17691402992031036,602,E,REFER,0.45,17607.57,1401.7617746117814,True
APP-0021408,2025-01-05,Mobile,Marmara,Salaried,117,68269.76,167261.27,48,126940.32,25471.12,0.42414,172,2,2,0.61975,1,12,640,125985.51,42948.79,Mortgage,Debt consolidation,6,Unverified,Male,40-49,0,out_of_time,0.5625322071757767,473,F,DECLINE_RECOMMENDATION,0.45,167261.27,42340.43312465558,True
APP-0021568,2025-01-05,Web,Marmara,Public sector,117,35886.66,32964.17,36,156568.9,8576.92,0.26452,351,0,0,0.20385,0,8,733,35845.74,23850.59,Rent,Education,31,Unverified,Male,50-59,0,out_of_time,0.02885008947542774,745,A,APPROVE_RECOMMENDATION,0.45,32964.17,427.95866429244484,False
APP-0022411,2025-01-05,Web,Aegean,Contract,86,44207.75,22140.11,48,137181.38,11652.32,0.27401,90,0,1,0.68279,2,6,633,9607.37,4703.25,Mortgage,Debt consolidation,28,Verified,Male,30-39,0,out_of_time,0.3741009748607935,529,F,DECLINE_RECOMMENDATION,0.45,22140.11,3727.186530536342,True
APP-0022914,2025-01-05,Branch,Aegean,Contract,48,23024.16,41576.43,60,67544.98,9434.24,0.43985,122,0,0,0.49104,2,4,676,42172.89,19914.04,Rent,Other,83,Verified,Male,30-39,0,out_of_time,0.23014565861203953,579,F,DECLINE_RECOMMENDATION,0.45,41576.43,4305.885689289312,True
APP-0025093,2025-01-05,Branch,Central Anatolia,Salaried,66,39918.5,34487.46,18,40717.42,3734.95,0.14156,241,0,0,0.53732,1,6,701,87722.86,13495.89,Owner,Medical,29,Verified,Male,50-59,0,out_of_time,0.07299978774178041,675,C,APPROVE_RECOMMENDATION,0.45,34487.46,1132.909766888914,False
APP-0026391,2025-01-05,Web,Marmara,Salaried,71,74827.31,73402.57,60,231694.13,6768.53,0.1068,144,0,1,0.36669,0,9,667,43958.55,28846.14,Mortgage,Other,43,Verified,Female,30-39,0,out_of_time,0.08358119788045575,664,C,APPROVE_RECOMMENDATION,0.45,73402.57,2760.7836276468024,False
APP-0027246,2025-01-05,Branch,Marmara,Self-employed,126,121611.47,135242.58,60,285205.12,33200.7,0.29154,157,0,0,0.18136,2,8,712,238054.98,12940.69,Mortgage,Home improvement,13,Verified,Female,50-59,0,out_of_time,0.05686583035047998,694,B,APPROVE_RECOMMENDATION,0.45,135242.58,3460.8067246985474,False
APP-0027591,2025-01-05,Branch,Mediterranean,Public sector,7,30963.09,61647.85,24,40325.77,4599.27,0.2315,104,0,0,0.2339,1,3,631,23941.5,8923.03,Rent,Home improvement,73,Verified,Male,30-39,0,out_of_time,0.08801208785018773,660,C,APPROVE_RECOMMENDATION,0.45,61647.85,2441.5901954888377,False
APP-0028761,2025-01-05,Mobile,Aegean,Salaried,52,30261.54,29896.61,36,81227.45,1687.73,0.08321,164,0,0,0.26626,1,9,701,17080.55,8885.11,Mortgage,Debt consolidation,5,Verified,Female,30-39,0,out_of_time,0.06383359358384233,685,C,APPROVE_RECOMMENDATION,0.45,29896.61,858.7836235235865,False
APP-0029323,2025-01-05,Mobile,Central Anatolia,Salaried,90,81056.17,73993.4,12,343248.97,23881.11,0.3707,505,0,0,0.57676,1,12,759,24302.12,24441.36,Owner,Home improvement,22,Verified,Female,60-74,0,out_of_time,0.03451754368542716,732,B,APPROVE_RECOMMENDATION,0.45,73993.4,1149.3316876199785,False
APP-0032303,2025-01-05,Mobile,Central Anatolia,Self-employed,99,25579.82,49269.23,36,31465.41,15043.7,0.64161,346,0,1,0.47642,1,4,674,20528.47,5741.78,Rent,Home improvement,36,Verified,Female,50-59,0,out_of_time,0.13373464316933342,626,D,REFER,0.45,49269.23,2965.051301975018,True
